"LL","type","mixture","distribution","BIC","sample"
-8218.74842186244,"fixed_2","diploid","beta-binomial-uniform",16459.7260695871,"85-102"
-8198.08881876541,"fixed_2","triploid","beta-binomial-uniform",16433.2263473012,"85-102"
-8113.98171211191,"fixed_2","tetraploid","beta-binomial-uniform",16279.8316179024,"85-102"
-8202.71493262228,"fixed_2","pentaploid","beta-binomial-uniform",16472.1175428313,"85-102"
-8166.72167161047,"fixed_2","hexaploid","beta-binomial-uniform",16414.9505047158,"85-102"
-8246.03336707955,"fixed_3","diploid","beta-binomial-uniform",16499.4764761132,"85-102"
-8259.17496703753,"fixed_3","triploid","beta-binomial-uniform",16533.1694179832,"85-102"
-8228.03579899972,"fixed_3","tetraploid","beta-binomial-uniform",16478.3008238617,"85-102"
-8266.08478762633,"fixed_3","pentaploid","beta-binomial-uniform",16561.808543069,"85-102"
-8222.99012545,"fixed_3","hexaploid","beta-binomial-uniform",16483.0289606704,"85-102"
-461557.894444286,"fixed","diploid","normal",923123.205868193,"85-103"
-160098.954686835,"fixed","triploid","normal",320212.743332912,"85-103"
-66032.9164915047,"fixed","tetraploid","normal",132088.083921873,"85-103"
-45829.3535492023,"fixed","pentaploid","normal",91688.37501689,"85-103"
-30094.7573686737,"fixed","hexaploid","normal",60226.5996354544,"85-103"
-461557.894444286,"fixed_2","diploid","normal",923130.622847814,"85-103"
-17.9857270920138,"fixed_2","triploid","normal",65.6393726695521,"85-103"
58.457537441792,"fixed_2","tetraploid","normal",-72.413197155297,"85-103"
22.5215997140153,"fixed_2","pentaploid","normal",14.2926375430187,"85-103"
49.834336740908,"fixed_2","hexaploid","normal",-25.4988772680044,"85-103"
-461557.894444286,"fixed_3","diploid","normal",923123.205868193,"85-103"
-18.5108969751497,"fixed_3","triploid","normal",51.8557531930616,"85-103"
-0.645857919638395,"fixed_3","tetraploid","normal",23.5426547034203,"85-103"
21.3973477505775,"fixed_3","pentaploid","normal",-13.1267770156305,"85-103"
43.3243182286727,"fixed_3","hexaploid","normal",-49.5637383504397,"85-103"
23.0949714480839,"fixed","diploid","normal-uniform",-31.3559836534056,"85-103"
11.8180250515335,"fixed","triploid","normal-uniform",-1.38511123892349,"85-103"
71.9660826430175,"fixed","tetraploid","normal-uniform",-114.26424680051,"85-103"
17.6441134611801,"fixed","pentaploid","normal-uniform",1.79667118454566,"85-103"
23.0790875872286,"fixed","hexaploid","normal-uniform",-1.65629744617029,"85-103"
37.7726587583462,"fixed_2","diploid","normal-uniform",-53.294378652549,"85-103"
80.3832066874772,"fixed_2","triploid","normal-uniform",-123.681515268049,"85-103"
190.033810460918,"fixed_2","tetraploid","normal-uniform",-328.148763572168,"85-103"
99.1554302354827,"fixed_2","pentaploid","normal-uniform",-131.558043878535,"85-103"
30.7409057141682,"fixed_2","hexaploid","normal-uniform",20.1049644068564,"85-103"
-38.5391189930049,"fixed_3","diploid","normal-uniform",84.4952176073909,"85-103"
17.8968749162102,"fixed_3","triploid","normal-uniform",-20.959790589658,"85-103"
67.202507975076,"fixed_3","tetraploid","normal-uniform",-112.154077086009,"85-103"
45.785823551849,"fixed_3","pentaploid","normal-uniform",-61.9037286181734,"85-103"
62.4606652133782,"fixed_3","hexaploid","normal-uniform",-87.8364323198506,"85-103"
-6179.45519063341,"fixed","diploid","beta",12358.9103812668,"85-103"
-1567.45782184013,"fixed","triploid","beta",3149.74960292302,"85-103"
-515.237575502169,"fixed","tetraploid","beta",1052.72608986848,"85-103"
-210.069748054893,"fixed","pentaploid","beta",449.807414595311,"85-103"
-45.1399781695972,"fixed","hexaploid","beta",127.3648544461,"85-103"
21.0040086215602,"fixed_2","diploid","beta",-27.174058000358,"85-103"
22.9848790173371,"fixed_2","triploid","beta",-16.3018395491496,"85-103"
79.3442129883798,"fixed_2","tetraploid","beta",-114.186548248473,"85-103"
72.2091879602716,"fixed_2","pentaploid","beta",-85.082538949494,"85-103"
139.616296823486,"fixed_2","hexaploid","beta",-205.062797433161,"85-103"
21.0040086215602,"fixed_3","diploid","beta",-34.5910376217392,"85-103"
22.3160038493861,"fixed_3","triploid","beta",-29.79804845601,"85-103"
10.4518339570546,"fixed_3","tetraploid","beta",1.34727095003435,"85-103"
34.7089879680207,"fixed_3","pentaploid","beta",-39.7500574505169,"85-103"
70.9730184465234,"fixed_3","hexaploid","beta",-104.861138786141,"85-103"
25.1140214517221,"fixed","diploid","beta-uniform",-35.3940836606819,"85-103"
92.1101312469548,"fixed","triploid","beta-uniform",-161.969323629766,"85-103"
90.4145458966526,"fixed","tetraploid","beta-uniform",-151.16117330778,"85-103"
30.0606469435465,"fixed","pentaploid","beta-uniform",-23.0363957801872,"85-103"
94.7026592450792,"fixed","hexaploid","beta-uniform",-144.903440761871,"85-103"
69.8114590179598,"fixed_2","diploid","beta-uniform",-117.371979171776,"85-103"
97.1527439583414,"fixed_2","triploid","beta-uniform",-157.220589809777,"85-103"
189.733311125028,"fixed_2","tetraploid","beta-uniform",-327.547764900388,"85-103"
90.0871971265326,"fixed_2","pentaploid","beta-uniform",-113.421577660635,"85-103"
139.571213816692,"fixed_2","hexaploid","beta-uniform",-197.555651798191,"85-103"
36.8716938247611,"fixed_3","diploid","beta-uniform",-66.3264080281411,"85-103"
26.1458947902692,"fixed_3","triploid","beta-uniform",-37.4578303377761,"85-103"
26.7642375920824,"fixed_3","tetraploid","beta-uniform",-31.2775363200213,"85-103"
33.79983749664,"fixed_3","pentaploid","beta-uniform",-37.9317565077553,"85-103"
72.1194973725081,"fixed_3","hexaploid","beta-uniform",-107.154096638111,"85-103"
-12195.3144499193,"fixed","diploid","beta-binomial",24390.6288998386,"85-103"
-9266.70489388839,"fixed","triploid","beta-binomial",18548.2437470195,"85-103"
-8686.37583399439,"fixed","tetraploid","beta-binomial",17395.0026068529,"85-103"
-8541.90658523795,"fixed","pentaploid","beta-binomial",17113.4810889614,"85-103"
-8440.46233342142,"fixed","hexaploid","beta-binomial",16918.0095649498,"85-103"
-8408.20034806675,"fixed_2","diploid","beta-binomial",16831.2346553763,"85-103"
-8418.1718436609,"fixed_2","triploid","beta-binomial",16866.0116058073,"85-103"
-8370.78377521962,"fixed_2","tetraploid","beta-binomial",16786.0694281675,"85-103"
-8368.76817718853,"fixed_2","pentaploid","beta-binomial",16796.8721913481,"85-103"
-8309.7691546846,"fixed_2","hexaploid","beta-binomial",16693.708105583,"85-103"
-8408.20034806675,"fixed_3","diploid","beta-binomial",16823.8176757549,"85-103"
-8418.83327342713,"fixed_3","triploid","beta-binomial",16852.500506097,"85-103"
-8436.39822296653,"fixed_3","tetraploid","beta-binomial",16895.0473847972,"85-103"
-8415.36859960597,"fixed_3","pentaploid","beta-binomial",16860.4051176975,"85-103"
-8384.83596699962,"fixed_3","hexaploid","beta-binomial",16806.7568321062,"85-103"
-8421.70432472204,"fixed","diploid","beta-binomial-uniform",16858.2426086868,"85-103"
-8347.84394523426,"fixed","triploid","beta-binomial-uniform",16717.9388293327,"85-103"
-8358.90908143932,"fixed","tetraploid","beta-binomial-uniform",16747.4860813642,"85-103"
-8398.52022829948,"fixed","pentaploid","beta-binomial-uniform",16834.1253547059,"85-103"
-8413.88091904192,"fixed","hexaploid","beta-binomial-uniform",16872.2637158121,"85-103"
-8375.1951227971,"fixed_2","diploid","beta-binomial-uniform",16772.6411844583,"85-103"
-8345.39844888805,"fixed_2","triploid","beta-binomial-uniform",16727.881795883,"85-103"
-8228.40129466015,"fixed_2","tetraploid","beta-binomial-uniform",16508.72144667,"85-103"
-8368.18465420362,"fixed_2","pentaploid","beta-binomial-uniform",16803.1221249997,"85-103"
-8310.74543655548,"fixed_2","hexaploid","beta-binomial-uniform",16703.0776489462,"85-103"
-8403.01323085952,"fixed_3","diploid","beta-binomial-uniform",16813.4434413404,"85-103"
-8412.64572709577,"fixed_3","triploid","beta-binomial-uniform",16840.1254134343,"85-103"
-8374.69462898894,"fixed_3","tetraploid","beta-binomial-uniform",16771.640196842,"85-103"
-8415.87759433137,"fixed_3","pentaploid","beta-binomial-uniform",16861.4231071483,"85-103"
-8372.2130329086,"fixed_3","hexaploid","beta-binomial-uniform",16781.5109639241,"85-103"
